40.908895,-73.781193,10801
40.909606,-73.780965,10801
40.907736,-73.77924,10801
40.921269,-73.788062,10801
40.918642,-73.773797,10801
40.926907,-73.789403,10801
40.902327,-73.791284,10801
40.913629,-73.779303,10801
40.91355,-73.779519,10801
40.911478,-73.777842,10801
40.914715,-73.785032,10801
40.923058,-73.788056,10801
40.927355,-73.789517,10801
40.910768,-73.781995,10801
40.912777,-73.787499,10801
40.908905,-73.781862,10801
40.905185,-73.7876,10801
40.915036,-73.772223,10801
40.922936,-73.788123,10801
40.922867,-73.788177,10801
40.907692,-73.779331,10801
40.915518,-73.766877,10801
40.915458,-73.785117,10801
40.908604,-73.779419,10801
40.90821,-73.782862,10801
40.909361,-73.793913,10801
40.919108,-73.788593,10801
40.914436,-73.773304,10801
40.913616,-73.77943,10801
40.928713,-73.771201,10801
40.907679,-73.778542,10801
40.92067,-73.775442,10801
40.916982,-73.785644,10801
40.908536,-73.784469,10801
40.914176,-73.783147,10801
40.909487,-73.779978,10801
40.913503,-73.786068,10801
40.922155,-73.772456,10801
40.927392,-73.789682,10801
40.910474,-73.781722,10801
40.916516,-73.785784,10801
40.914366,-73.773617,10801
40.908678,-73.785274,10801
40.909399,-73.781211,10801
40.915568,-73.771444,10801
40.910373,-73.779613,10801
40.908646,-73.783027,10801
40.913602,-73.777273,10801
40.913484,-73.786089,10801
40.920215,-73.8051,10801
40.914859,-73.772695,10801
40.92238,-73.787862,10801
40.911058,-73.781153,10801
40.922187,-73.787841,10801
40.926911,-73.789445,10801
40.916131,-73.77032,10801
40.917288,-73.778401,10801
40.921883,-73.788325,10801
40.914573,-73.79459,10801
40.910499,-73.783773,10801
40.905675,-73.786132,10801
40.905846,-73.78709,10801
40.914245,-73.774031,10801
40.909927,-73.788576,10801
40.908824,-73.780155,10801
40.911274,-73.796694,10801
40.909984,-73.796236,10801
40.914004,-73.781208,10801
40.921217,-73.787933,10801
40.911959,-73.782149,10801
40.919939,-73.765985,10801
40.917185,-73.785837,10801
40.909268,-73.77951,10801
40.906792,-73.785147,10801
40.909733,-73.782516,10801
40.90951,-73.784561,10801
40.927242,-73.789469,10801
40.910999,-73.781395,10801
40.910599,-73.781771,10801
40.915829,-73.788962,10801
40.910882,-73.780176,10801
40.908688,-73.782433,10801
40.917325,-73.791711,10801
40.90797,-73.779446,10801
40.913545,-73.779513,10801
40.909657,-73.791081,10801
40.912224,-73.783926,10801
40.923647,-73.78792,10801
40.908057,-73.789819,10801
40.907719,-73.780752,10801
40.914409,-73.773353,10801
40.923333,-73.787298,10801
40.927134,-73.770954,10801
40.907682,-73.779326,10801
40.908954,-73.78126,10801
40.92721,-73.789475,10801
40.91534,-73.771788,10801
40.913094,-73.790646,10801
40.913095,-73.790634,10801
40.914818,-73.771222,10801
40.907132,-73.784673,10801
40.908934,-73.784276,10801
40.912851,-73.775707,10801
40.911144,-73.777715,10801
40.9206,-73.787351,10801
40.917874,-73.767844,10801
40.908905,-73.782689,10801
